,carat,cut,color,clarity,depth,table,volume
44018,0.54,Ideal,I,VVS1,62.7,57.0,87.2
44019,0.53,Ideal,E,SI1,61.4,56.0,87.8
44021,0.6,Very Good,I,VVS2,63.7,57.4,99.17
44022,0.57,Very Good,G,VS2,60.7,58.0,92.39
44023,0.6,Very Good,G,SI1,63.1,57.0,97.57
44024,0.6,Very Good,G,SI1,63.5,59.9,94.03
44025,0.5,Very Good,D,VS2,61.1,58.0,82.79
44026,0.5,Ideal,F,VS2,61.1,58.0,81.89
44027,0.63,Ideal,J,SI1,61.8,56.0,102.36
44028,0.5,Good,F,VS2,60.9,60.4,83.76
44029,0.5,Good,G,VS1,61.9,61.5,79.1
44030,0.6,Good,G,SI1,61.3,61.2,98.0
44031,0.47,Very Good,E,VS1,61.8,58.0,77.25
44032,0.53,Ideal,F,VS2,62.3,55.0,86.84
44033,0.53,Ideal,D,SI1,62.3,56.0,85.9
44034,0.53,Ideal,D,SI1,62.0,57.0,87.67
44035,0.53,Premium,D,SI1,61.4,58.0,86.86
44036,0.55,Ideal,E,SI1,60.8,56.0,91.87
44037,0.58,Very Good,E,VS2,61.1,63.0,94.58
44038,0.54,Ideal,E,VS2,61.8,55.0,88.96
44039,0.57,Ideal,F,VS2,61.6,56.0,94.63
44040,0.54,Ideal,G,VS1,61.4,57.0,87.03
44041,0.51,Premium,E,VS2,61.5,60.0,81.83
44042,0.51,Premium,E,VS2,61.6,58.0,84.83
44043,0.71,Premium,H,SI2,61.7,59.0,116.63
44044,0.5,Very Good,E,VS2,62.4,57.0,78.88
44045,0.56,Ideal,D,SI2,60.0,58.0,94.48
44046,0.5,Very Good,H,VVS2,62.9,56.0,81.26
44047,0.5,Very Good,D,VS2,63.3,56.0,80.3
44048,0.5,Very Good,G,VS1,62.9,58.0,82.0
44049,0.51,Premium,D,SI1,60.1,60.0,82.54
44050,0.51,Ideal,F,VS2,60.6,56.0,84.25
44051,0.51,Very Good,D,SI1,60.9,59.0,83.6
44052,0.51,Very Good,D,SI1,61.0,60.0,84.03
44053,0.51,Ideal,D,SI1,61.6,56.0,82.25
44054,0.51,Premium,D,SI1,60.3,59.0,85.23
44055,0.51,Very Good,D,SI1,62.3,57.0,82.87
44056,0.51,Premium,F,VS2,62.1,58.0,82.61
44057,0.51,Premium,D,SI1,60.1,60.0,82.54
44058,0.51,Very Good,F,VS2,62.9,55.0,83.49
44059,0.51,Ideal,D,SI1,61.8,55.0,84.93
44060,0.51,Ideal,D,SI1,61.7,55.0,83.59
44061,0.51,Ideal,D,SI1,62.4,57.0,83.3
44062,0.51,Premium,D,SI1,61.6,58.0,83.16
44063,0.51,Very Good,D,SI1,62.8,56.0,82.32
44064,0.51,Very Good,F,VS2,62.9,57.0,83.49
44065,0.51,Ideal,F,VS2,61.4,56.0,83.65
44066,0.51,Good,F,VS2,63.2,56.5,82.09
44067,0.51,Very Good,F,VS2,61.0,58.0,82.53
44068,0.61,Ideal,J,VS1,61.1,56.0,99.45
44069,0.5,Ideal,G,VS1,62.0,54.0,83.69
44070,0.5,Ideal,G,VS1,62.6,57.0,81.32
44071,0.58,Ideal,F,SI1,60.9,55.0,95.94
44072,0.51,Ideal,D,SI1,61.9,54.0,85.26
44073,0.4,Ideal,G,IF,61.9,56.0,65.55
44075,0.52,Very Good,E,VS2,62.8,58.0,84.57
44076,0.42,Ideal,G,VVS2,61.7,56.0,70.86
44077,0.52,Ideal,E,VS2,62.2,55.0,87.0
44078,0.56,Ideal,H,SI2,60.7,56.0,93.2
44079,0.55,Ideal,D,SI1,62.1,56.0,88.9
44080,0.57,Premium,F,SI1,61.8,57.0,93.29
44081,0.57,Premium,F,SI1,60.7,58.0,92.39
44082,0.57,Ideal,F,SI1,61.6,57.0,94.63
44083,0.57,Premium,F,SI1,59.5,58.0,93.43
44084,0.57,Premium,F,SI1,62.7,59.0,92.28
44085,0.57,Ideal,F,SI1,61.4,57.0,92.72
44086,0.5,Ideal,D,VS1,63.0,57.0,80.2
44087,0.57,Premium,G,VS2,61.1,59.0,93.77
44088,0.54,Ideal,E,SI1,61.7,56.0,89.47
44089,0.46,Very Good,H,VVS1,62.0,56.0,75.83
44090,0.61,Very Good,I,VS2,62.4,57.0,99.11
44091,0.52,Very Good,H,VS1,63.5,58.0,84.44
44092,0.59,Premium,H,VS2,60.7,56.0,97.48
44093,0.59,Ideal,D,SI2,60.2,57.0,97.24
44094,0.59,Premium,D,SI2,61.2,60.0,96.05
44095,0.59,Ideal,D,SI2,62.3,55.0,97.8
44096,0.54,Ideal,F,VS2,61.3,57.0,89.54
44097,0.62,Premium,G,SI1,59.9,58.0,101.04
44098,0.59,Good,F,VS2,63.5,55.0,96.48
44099,0.57,Ideal,H,VS2,60.2,59.0,92.97
44100,0.51,Ideal,H,VS1,61.8,57.0,83.0
44101,0.52,Ideal,H,VS2,61.8,56.0,85.7
44102,0.48,Ideal,G,VVS2,62.0,57.0,78.53
44103,0.51,Premium,D,SI1,62.7,59.0,81.74
44104,0.51,Premium,F,VS2,62.4,58.0,83.46
44105,0.51,Very Good,F,VS2,63.1,57.0,83.16
44106,0.51,Very Good,F,VS2,63.1,58.0,83.75
44107,0.51,Very Good,F,VS2,63.2,56.0,82.84
44108,0.51,Premium,F,VS2,62.3,60.0,81.97
44109,0.51,Very Good,F,VS2,63.5,56.0,82.77
44110,0.51,Premium,F,VS2,63.0,55.0,82.58
44111,0.51,Good,F,VS2,63.7,56.0,81.54
44112,0.51,Ideal,D,SI1,62.9,57.0,83.66
44113,0.51,Ideal,D,SI1,61.8,55.0,83.42
44114,0.51,Premium,D,SI1,62.3,61.0,82.13
44115,0.51,Very Good,D,SI1,63.5,55.0,83.52
44116,0.51,Good,D,SI1,63.6,57.0,82.61
44117,0.51,Premium,D,SI1,63.0,59.0,82.58
44118,0.51,Very Good,D,SI1,63.5,56.0,82.77
44119,0.51,Premium,F,VS2,60.1,59.0,84.04
44120,0.51,Ideal,H,VVS2,61.0,57.0,85.72
44121,0.54,Ideal,G,SI1,59.6,59.0,89.72
44122,0.51,Premium,D,SI1,59.9,61.0,82.27
44123,0.51,Ideal,I,VVS2,60.6,56.0,85.17
44124,0.5,Ideal,E,VS2,61.6,57.0,82.25
44125,0.52,Ideal,H,VS1,62.0,55.4,86.3
44126,0.53,Very Good,D,SI1,61.2,54.0,88.31
44127,0.52,Ideal,E,VS2,61.4,54.0,87.03
44128,0.52,Ideal,G,VS1,61.3,56.0,85.49
44129,0.52,Ideal,E,VS2,62.1,56.0,86.57
44130,0.52,Good,G,VS1,63.9,56.0,84.79
44131,0.52,Premium,E,VS2,62.5,60.0,83.88
44132,0.52,Ideal,E,VS2,61.3,57.0,86.42
44133,0.56,Very Good,H,VS2,61.8,54.1,93.29
44134,0.52,Ideal,E,VS2,60.7,56.0,86.38
44135,0.52,Ideal,E,VS2,61.7,57.0,83.58
44136,0.52,Ideal,E,VS2,60.4,57.0,84.74
44137,0.52,Premium,E,VS2,61.6,59.0,84.08
44138,0.52,Good,E,VS2,63.4,57.0,86.13
44139,0.52,Ideal,E,VS2,61.5,56.0,85.93
44140,0.51,Very Good,H,VVS2,62.2,61.0,81.55
44141,0.51,Very Good,E,VS2,63.6,59.0,80.96
44143,0.53,Ideal,G,VS2,61.8,55.0,86.96
44144,0.53,Ideal,G,VS2,61.2,56.0,86.42
44145,0.53,Ideal,H,VS1,61.6,57.0,87.13
44146,0.51,Ideal,G,VS1,62.5,57.0,82.39
44147,0.52,Ideal,G,VS2,62.0,55.0,85.2
44148,0.52,Premium,H,VS1,61.4,57.0,87.02
44149,0.52,Very Good,G,VS2,63.2,58.0,84.34
44150,0.52,Ideal,H,VS1,62.4,55.0,86.67
44151,0.52,Premium,H,VS1,59.2,60.0,85.72
44152,0.52,Very Good,I,VVS1,63.1,58.0,84.51
44153,0.52,Premium,G,VS2,62.1,58.0,85.63
44154,0.52,Premium,G,VS2,62.4,56.0,86.5
44155,0.52,Premium,G,VS2,62.0,58.0,86.13
44156,0.52,Premium,G,VS2,61.0,60.0,83.87
44157,0.52,Premium,G,VS2,61.7,58.0,84.34
44158,0.52,Ideal,G,VS2,62.2,55.0,85.47
44159,0.52,Ideal,E,SI1,61.6,55.0,85.43
44160,0.52,Premium,E,SI1,59.8,61.0,83.34
44161,0.52,Premium,E,SI1,62.3,59.0,83.62
44162,0.6,Premium,E,SI1,63.0,60.0,99.99
44163,0.5,Fair,F,VS1,65.0,55.0,80.51
44164,0.53,Very Good,F,VS2,63.2,58.0,86.03
44165,0.56,Very Good,D,SI1,63.9,56.0,91.36
44166,0.56,Very Good,D,SI1,62.5,58.0,90.4
44167,0.56,Ideal,D,SI1,62.3,57.0,90.13
44168,0.53,Premium,E,VS2,61.4,58.0,87.03
44169,0.61,Ideal,G,SI1,62.0,54.0,102.48
44170,0.62,Premium,E,SI2,61.1,59.0,102.5
44171,0.62,Premium,E,SI2,61.1,59.0,100.78
44172,0.72,Premium,J,SI1,60.9,57.0,119.49
44173,0.33,Premium,H,SI2,61.2,57.0,54.3
44174,0.3,Premium,D,SI1,62.5,59.0,47.64
44175,0.36,Ideal,F,SI1,62.7,57.0,58.87
44176,0.34,Very Good,H,VS2,60.0,58.0,56.06
44177,0.33,Very Good,G,SI1,61.2,56.0,53.86
44178,0.34,Very Good,G,SI1,63.4,57.0,55.02
44179,0.32,Ideal,J,IF,61.0,57.0,53.42
44180,0.31,Good,H,SI1,64.0,54.0,50.85
44182,0.33,Very Good,H,VS2,62.0,59.0,53.53
44183,0.33,Premium,H,VS2,61.7,59.0,52.78
44184,0.33,Ideal,I,VS1,61.6,57.0,53.7
44185,0.33,Ideal,H,VS2,60.7,57.0,54.59
44186,0.33,Premium,I,VS1,61.1,59.0,53.98
44187,0.33,Good,I,VS1,63.2,57.0,53.26
44188,0.33,Premium,H,VS2,62.4,58.0,53.36
44189,0.33,Very Good,H,VS2,62.8,59.0,53.87
44190,0.33,Ideal,H,VS2,60.7,57.0,54.03
44191,0.3,Good,D,VS2,63.6,54.0,50.24
44192,0.33,Premium,I,VS1,59.5,60.0,54.96
44193,0.33,Ideal,H,VS2,61.2,55.0,54.3
44194,0.33,Premium,I,VS1,62.7,58.0,53.99
44195,0.33,Good,I,VS1,63.1,56.0,53.38
44196,0.33,Premium,I,VS1,61.6,60.0,53.7
44197,0.33,Premium,H,VS2,61.3,60.0,54.18
44198,0.33,Premium,H,VS2,62.3,58.0,52.93
44199,0.33,Very Good,H,VS2,61.4,58.0,54.62
44200,0.33,Very Good,H,VS2,62.2,57.0,54.41
44203,0.72,Premium,J,SI1,60.4,61.0,120.6
44204,0.5,Very Good,D,VS2,63.8,56.0,82.86
44205,0.5,Very Good,G,VS1,63.2,59.0,81.35
44206,0.56,Very Good,G,VS2,62.5,57.0,91.2
44207,0.56,Very Good,H,VS1,62.8,56.0,91.13
44208,0.55,Ideal,F,VS2,61.2,55.0,90.67
44209,0.56,Ideal,G,VS2,61.0,57.0,92.33
44210,0.56,Ideal,E,SI1,62.7,57.0,90.68
44211,0.56,Ideal,E,SI1,61.7,56.0,92.66
44212,0.56,Ideal,G,VS2,61.7,56.0,92.83
44213,0.56,Ideal,G,VS2,61.9,55.0,92.13
44214,0.56,Ideal,G,VS2,61.2,56.0,91.64
44215,0.56,Ideal,I,VVS1,62.0,57.0,92.76
44216,0.56,Ideal,G,VS2,62.1,56.0,92.42
44217,0.56,Very Good,G,VS2,60.9,58.0,93.31
44218,0.55,Ideal,F,VS2,62.7,55.0,90.68
44219,0.55,Very Good,D,SI1,61.6,56.0,89.64
44220,0.56,Ideal,G,VS2,62.0,56.0,91.79
44221,0.56,Very Good,I,VVS1,62.4,56.0,90.75
44222,0.56,Ideal,E,SI1,62.3,56.0,91.72
44223,0.7,Very Good,I,SI2,62.5,58.0,114.53
44224,0.55,Premium,F,VS2,62.2,58.0,89.51
44225,0.56,Ideal,E,SI1,60.9,56.0,92.5
44226,0.55,Premium,D,SI1,62.7,59.0,89.89
44227,0.56,Ideal,G,VS2,60.6,57.0,92.56
44228,0.56,Ideal,I,VVS1,62.0,56.0,90.99
44230,0.54,Ideal,G,VS2,62.0,54.0,89.41
44231,0.51,Ideal,F,SI1,61.5,55.0,84.24
44232,0.51,Ideal,F,SI1,61.1,57.0,83.71
44233,0.58,Ideal,E,SI1,62.2,58.0,94.67
44234,0.43,Ideal,F,IF,61.5,56.0,71.3
44235,0.43,Ideal,F,IF,62.0,56.0,70.95
44236,0.43,Ideal,F,IF,60.9,57.0,70.58
44237,0.4,Premium,E,IF,61.3,58.0,65.66
44238,0.6,Ideal,F,SI1,61.5,55.0,100.35
44239,0.52,Very Good,F,VS2,60.4,56.0,88.93
44240,0.52,Very Good,G,VS1,61.8,58.0,85.7
44241,0.52,Ideal,H,VVS2,61.8,57.0,85.7
44242,0.5,Premium,E,VS2,60.7,59.0,81.53
44243,0.5,Premium,E,VS2,60.5,60.0,80.69
44244,0.5,Ideal,F,VS2,62.0,56.0,81.61
44245,0.67,Good,J,VS1,64.2,55.6,110.16
44246,0.52,Ideal,H,VS1,62.5,58.0,85.57
44247,0.41,Premium,D,VVS1,61.6,58.0,66.39
44248,0.41,Ideal,D,VVS1,62.3,55.0,67.43
44250,0.41,Ideal,D,VVS1,62.2,56.0,68.37
44251,0.41,Ideal,D,VVS1,60.6,57.0,67.19
44252,0.41,Ideal,D,VVS1,62.3,57.0,66.78
44253,0.54,Very Good,D,VS2,61.1,59.0,89.43
44255,0.5,Premium,E,VS2,61.0,59.0,80.89
44256,0.51,Ideal,F,VS2,60.6,57.0,84.42
44257,0.4,Ideal,F,IF,60.9,57.0,68.44
44258,0.5,Premium,G,VS1,62.5,60.0,83.13
44259,0.5,Very Good,E,VS2,63.4,58.0,82.35
44260,0.5,Premium,E,VS2,63.0,58.0,80.94
44261,0.5,Premium,G,VS1,60.9,59.0,81.95
44262,0.5,Very Good,E,VS2,62.9,56.0,82.74
44263,0.43,Premium,D,VVS1,59.6,58.0,70.78
44264,0.43,Ideal,D,VVS1,62.3,56.0,69.55
44265,0.66,Ideal,E,SI2,62.4,56.0,108.35
44266,0.55,Ideal,H,SI1,61.4,56.0,91.12
44267,0.55,Ideal,H,SI1,60.8,56.0,91.24
44268,0.53,Ideal,D,VS2,61.4,55.0,87.63
44269,0.56,Ideal,G,VS2,62.2,57.0,91.09
44270,0.51,Ideal,G,VS2,61.0,56.0,84.95
44271,0.51,Ideal,E,SI1,60.9,56.0,84.36
44272,0.53,Ideal,E,SI1,61.9,55.0,88.01
44273,0.56,Premium,H,VS1,60.1,58.0,93.31
44274,0.46,Ideal,E,VVS1,62.6,57.0,75.25
44275,0.52,Ideal,G,VS2,61.2,56.0,85.06
44276,0.52,Ideal,G,VS2,61.9,55.0,85.53
44277,0.54,Ideal,I,SI1,62.3,55.0,89.96
44278,0.52,Ideal,E,SI1,61.0,55.0,86.32
44279,0.58,Premium,F,VS2,62.2,55.0,95.48
44281,0.53,Ideal,D,SI1,61.2,57.0,86.75
44282,0.49,Very Good,H,VVS2,62.3,57.0,79.6
44283,0.51,Very Good,G,VS1,61.0,56.0,84.79
44284,0.52,Ideal,F,VS1,62.5,57.0,85.4
44285,0.75,Premium,J,SI2,62.9,56.0,118.94
44286,0.55,Ideal,G,VS2,62.2,54.0,91.27
44287,0.55,Ideal,H,VS1,61.9,55.0,90.37
44288,0.5,Premium,D,SI1,63.0,60.0,80.94
44289,0.61,Ideal,F,SI2,61.9,57.0,99.07
44290,0.61,Premium,H,SI1,61.2,58.0,98.55
44291,0.72,Premium,G,SI2,60.6,61.0,117.66
44293,0.5,Good,D,VS2,64.0,56.0,81.47
44294,0.64,Ideal,I,VS1,60.8,54.0,105.36
44295,0.61,Very Good,H,VS2,63.3,57.5,99.07
44296,0.56,Very Good,G,VS2,63.4,58.0,91.96
44297,0.48,Ideal,H,VVS2,62.5,56.0,78.0
44298,0.54,Ideal,E,VS2,61.8,57.0,89.13
44299,0.51,Good,G,VS1,63.4,57.0,82.19
44300,0.51,Premium,E,VS2,62.5,60.0,82.39
44302,0.51,Very Good,E,VS2,63.0,59.0,81.84
44303,0.59,Premium,D,SI2,62.6,61.0,93.26
44304,0.57,Premium,E,SI1,62.2,55.0,94.49
44305,0.59,Premium,H,VS2,60.2,60.0,96.59
44306,0.52,Very Good,F,VS2,61.1,56.0,87.09
44308,0.61,Ideal,H,VS2,62.5,54.0,100.62
44309,0.51,Ideal,F,VS2,61.9,55.0,83.69
44310,0.51,Ideal,F,VS2,61.0,55.0,85.39
44311,0.52,Ideal,F,VS2,61.7,56.0,85.26
44312,0.55,Ideal,G,VS1,60.9,56.0,91.7
44313,0.5,Ideal,E,VS1,62.7,57.0,79.38
44315,0.51,Premium,G,VS1,61.0,58.0,84.79
44316,0.53,Good,G,VS1,63.8,56.0,86.65
44317,0.53,Very Good,F,VS2,62.7,57.0,84.15
44318,0.5,Very Good,G,VS1,61.3,58.0,79.37
44319,0.5,Very Good,G,VS1,62.9,55.0,82.16
44320,0.57,Very Good,J,IF,59.8,59.0,94.19
44321,0.55,Very Good,D,SI1,63.1,56.0,88.86
44322,0.54,Very Good,D,SI1,60.0,59.8,90.0
44323,0.55,Ideal,I,VVS1,61.7,56.0,90.09
44324,0.55,Premium,I,VVS1,61.3,59.0,90.5
44325,0.55,Ideal,I,VVS1,62.7,57.0,88.15
44326,0.52,Ideal,H,VS2,61.5,55.0,86.53
44327,0.52,Ideal,H,VS2,60.3,57.0,85.83
44328,0.5,Premium,D,SI1,62.8,57.0,81.58
44329,0.51,Ideal,F,SI1,61.1,55.0,85.38
44330,0.5,Premium,E,SI1,59.9,58.0,83.02
44331,0.51,Premium,E,SI1,61.5,58.0,82.74
44332,0.52,Good,F,VS1,58.6,63.0,87.52
44333,0.54,Ideal,E,SI1,61.5,56.0,90.77
44334,0.59,Very Good,F,SI1,61.4,58.0,97.82
44335,0.54,Ideal,D,SI1,62.6,55.0,88.49
44336,0.54,Premium,D,SI1,62.3,60.0,87.61
44337,0.52,Ideal,G,VS2,60.8,57.0,85.45
44338,0.51,Ideal,F,VS2,62.0,56.0,83.52
44339,0.51,Ideal,G,VS1,61.3,55.7,84.3
44340,0.56,Premium,D,SI1,60.2,60.0,92.33
44341,0.62,Premium,F,SI1,61.7,59.0,102.36
44342,0.55,Ideal,E,VS2,62.0,55.0,90.2
44343,0.55,Ideal,E,VS2,60.3,57.0,89.27
44344,0.5,Good,H,VVS1,63.3,57.0,81.03
44345,0.55,Ideal,E,VS2,59.8,57.0,90.0
44346,0.6,Very Good,H,VS2,64.2,57.0,95.32
44347,0.51,Premium,D,VS2,60.9,58.0,83.6
44348,0.51,Ideal,D,VS2,61.9,55.0,85.53
44349,0.51,Very Good,D,VS2,62.9,56.0,82.74
44350,0.58,Ideal,D,SI1,62.0,54.0,96.21
44351,0.7,Premium,F,SI2,61.6,60.0,115.89
44352,0.5,Very Good,H,VS1,61.6,57.0,82.58
44353,0.5,Very Good,H,VS1,61.0,56.0,81.63
44354,0.55,Ideal,F,SI1,61.7,56.4,90.6
44355,0.53,Ideal,G,VS2,60.9,57.0,88.37
44356,0.52,Ideal,H,VS1,62.0,56.0,85.8
44357,0.55,Very Good,F,VS2,62.5,62.0,88.83
44358,0.51,Very Good,D,VS2,63.7,55.0,83.03
44359,0.51,Very Good,G,VS1,62.7,58.0,81.74
44360,0.51,Ideal,G,VS1,61.4,54.0,84.57
44361,0.51,Ideal,G,VS1,62.2,55.0,84.71
44362,0.51,Ideal,G,VS1,61.6,54.0,85.43
44364,0.6,Very Good,F,SI1,63.2,57.0,97.39
44365,0.9,Premium,H,I1,58.8,62.0,146.38
44366,0.54,Very Good,F,VS1,61.6,59.0,88.07
44367,0.52,Ideal,D,SI1,62.4,56.0,84.97
44368,0.52,Ideal,D,SI1,61.8,57.0,85.1
44369,0.52,Ideal,F,VS2,62.5,54.0,85.57
44370,0.52,Ideal,D,SI1,62.7,56.0,85.83
44371,0.52,Ideal,D,SI1,60.0,56.0,85.12
44372,0.52,Ideal,D,SI1,62.2,57.0,84.71
44373,0.52,Very Good,F,VS2,60.7,59.0,83.34
44374,0.52,Ideal,D,SI1,62.4,57.0,85.73
44375,0.54,Good,E,SI1,61.5,56.0,88.69
44376,0.52,Premium,D,SI1,61.4,58.0,85.16
44377,0.52,Ideal,D,SI1,61.5,55.0,86.69
44378,0.52,Premium,F,VS2,62.1,59.0,84.11
44379,0.52,Ideal,D,SI1,60.9,57.0,85.12
44380,0.54,Premium,H,VS1,62.6,59.0,88.32
44381,0.52,Premium,F,VS2,62.2,58.0,84.71
44382,0.58,Ideal,H,VS2,62.4,58.0,93.96
44383,0.51,Very Good,F,VS2,62.0,58.0,82.03
44384,0.51,Very Good,F,VS2,60.6,60.0,85.17
44385,0.53,Very Good,D,VS2,63.2,56.0,85.1
44386,0.52,Very Good,E,VS2,59.2,59.0,85.72
44387,0.52,Very Good,E,VS1,63.4,54.0,83.85
44388,0.5,Ideal,E,SI1,61.3,56.2,82.9
44389,0.5,Ideal,G,VS2,62.2,54.1,82.29
44390,0.6,Ideal,E,SI1,61.4,57.0,101.57
44391,0.53,Ideal,H,VS1,61.2,56.0,88.31
44392,0.5,Ideal,F,VS1,61.4,58.0,81.25
44393,0.54,Good,E,SI1,59.9,63.0,87.93
44394,0.5,Very Good,D,VS2,63.3,58.0,81.03
44396,0.51,Premium,D,SI1,62.0,59.0,83.69
44397,0.5,Very Good,G,VS1,61.9,59.0,80.71
44398,0.5,Ideal,E,VS1,62.2,57.0,83.2
44399,0.7,Very Good,I,SI2,60.9,59.0,114.58
44400,0.5,Ideal,E,VS1,62.3,55.0,82.87
44401,0.5,Very Good,E,VS1,63.9,55.0,80.16
44402,0.51,Very Good,F,VS1,61.4,60.0,81.41
44403,0.55,Ideal,G,VS2,61.2,56.8,90.84
44404,0.53,Ideal,H,VS2,61.7,54.0,87.57
44405,0.56,Premium,D,SI1,61.0,60.0,88.98
44406,0.56,Very Good,G,VS2,62.6,58.0,91.92
44407,0.5,Very Good,E,VS2,60.9,58.0,83.44
44408,0.57,Very Good,H,VS2,61.7,54.8,94.63
44409,0.56,Ideal,I,VVS1,60.8,57.0,91.87
44410,0.54,Ideal,G,VS2,61.7,56.0,88.18
44411,0.54,Ideal,G,VS2,61.2,56.0,88.92
44412,0.51,Ideal,E,VS2,61.5,58.0,83.32
44413,0.55,Ideal,G,SI1,61.9,57.0,89.58
44414,0.55,Ideal,G,SI1,61.3,56.0,90.5
44415,0.55,Ideal,G,SI1,61.7,55.0,90.09
44416,0.58,Good,G,VS2,58.4,59.0,93.46
44417,0.52,Premium,F,VS2,62.5,58.0,85.4
44418,0.52,Premium,F,VS2,61.4,62.0,85.16
44419,0.52,Good,F,VS2,63.6,56.0,84.11
44420,0.52,Ideal,F,VS2,63.0,56.0,85.0
44421,0.52,Premium,F,VS2,61.8,59.0,83.42
44422,0.52,Ideal,D,SI1,61.8,56.0,85.1
44423,0.52,Premium,D,SI1,62.7,58.0,87.2
44424,0.52,Premium,D,SI1,60.9,61.0,82.69
44425,0.52,Good,D,SI1,63.9,58.0,84.79
44426,0.52,Good,D,SI1,63.7,55.0,84.7
44427,0.52,Ideal,D,SI1,62.9,56.0,85.17
44428,0.52,Ideal,D,SI1,63.0,57.0,85.0
44429,0.52,Very Good,D,SI1,63.3,58.0,85.7
44430,0.52,Very Good,H,VVS2,61.7,63.0,87.4
44431,0.52,Premium,E,SI1,61.6,58.0,83.91
44432,0.57,Premium,J,VS1,62.2,58.0,93.68
44433,0.57,Premium,J,VS1,60.6,59.0,93.55
44434,0.5,Very Good,E,VS2,63.3,57.0,83.26
44435,0.52,Very Good,F,VS2,62.4,57.0,84.05
44436,0.53,Very Good,F,VS1,60.6,57.0,86.71
44437,0.53,Ideal,E,VS2,62.5,57.0,86.33
44438,0.53,Ideal,G,VS1,61.7,55.0,86.8
44439,0.53,Very Good,G,VS1,61.9,57.0,87.24
44440,0.53,Good,E,VS2,63.7,55.0,86.22
44441,0.53,Very Good,E,VS2,58.3,62.0,86.03
44442,0.53,Very Good,G,VS1,63.0,58.0,86.53
44443,0.53,Ideal,E,VS2,62.0,55.0,86.73
44444,0.53,Ideal,E,VS2,61.0,57.0,88.03
44445,0.53,Ideal,G,VS1,61.6,57.0,87.91
44446,0.53,Good,G,VS1,63.4,56.0,85.36
44447,0.53,Very Good,E,VS2,61.4,55.0,87.63
44448,0.53,Good,E,VS2,64.0,55.0,86.15
44449,0.53,Ideal,E,VS2,60.9,59.0,85.12
44450,0.58,Ideal,D,SI2,60.9,56.0,96.94
44451,0.59,Ideal,E,SI1,62.0,57.0,96.21
44452,0.54,Ideal,D,SI1,62.1,55.0,87.51
44453,0.53,Premium,H,VS1,60.5,57.0,90.34
44454,0.53,Premium,I,VVS1,63.0,56.0,86.53
44455,0.53,Ideal,H,VS1,61.7,56.0,86.8
44456,0.53,Ideal,H,VS1,62.1,56.0,87.34
44457,0.53,Ideal,H,VS1,61.2,56.0,87.69
44458,0.53,Very Good,H,VS1,63.4,56.0,86.29
44459,0.53,Premium,H,VS1,62.3,58.0,85.14
44460,0.53,Ideal,H,VS1,61.3,57.0,86.26
44461,0.53,Ideal,G,VS2,62.5,56.0,87.1
44462,0.53,Ideal,G,VS2,62.5,55.0,87.1
44463,0.53,Premium,G,VS2,61.2,57.0,87.36
44464,0.53,Ideal,G,VS2,60.4,57.0,87.37
44465,0.53,Premium,G,VS2,62.4,59.0,84.97
44466,0.53,Premium,G,VS2,62.5,56.0,87.1
44467,0.53,Ideal,G,VS2,61.8,56.0,86.63
44468,0.53,Premium,G,VS2,62.0,58.0,86.9
44469,0.53,Premium,G,VS2,62.6,58.0,85.23
44470,0.53,Premium,E,SI1,61.9,56.0,87.24
44471,0.53,Ideal,E,SI1,61.6,56.0,87.13
44472,0.53,Ideal,E,SI1,60.6,57.0,87.65
44473,0.53,Ideal,E,SI1,62.0,55.0,86.73
44474,0.53,Ideal,E,SI1,61.8,56.0,86.46
44475,0.53,Ideal,E,SI1,62.0,56.0,86.13
44476,0.53,Premium,E,SI1,60.0,60.0,88.64
44477,0.53,Ideal,G,VS2,61.6,56.0,87.3
44478,0.53,Premium,G,VS2,60.7,59.0,85.77
44479,0.53,Ideal,G,VS2,60.1,54.0,89.78
44480,0.5,Ideal,H,VVS2,60.3,58.0,83.55
44481,0.5,Ideal,H,VVS2,60.4,55.0,83.98
44482,0.57,Ideal,G,VS2,61.8,56.0,93.29
44483,0.57,Very Good,G,VS2,62.6,55.0,92.45
44484,0.57,Ideal,E,SI1,61.9,56.0,93.92
44485,0.57,Ideal,G,VS2,61.8,57.0,92.48
44486,0.57,Ideal,E,SI1,62.1,56.0,93.22
44487,0.57,Very Good,G,VS2,62.1,57.0,91.61
44488,0.57,Ideal,G,VS2,61.6,57.0,93.82
44489,0.57,Premium,G,VS2,59.7,59.0,93.55
44490,0.56,Ideal,E,VS1,62.7,56.0,92.28
44491,0.56,Ideal,D,SI1,62.5,56.0,91.03
44492,0.56,Ideal,F,VS2,62.3,55.0,92.7
44493,0.57,Premium,E,SI1,61.4,58.0,91.92
44494,0.57,Premium,I,VVS1,62.1,58.0,91.61
44495,0.57,Ideal,I,VVS1,61.7,56.0,93.46
44496,0.57,Very Good,E,SI1,60.3,57.0,93.43
44497,0.57,Ideal,E,SI1,61.8,57.0,92.31
44498,0.57,Very Good,G,VS2,62.8,57.0,91.13
44499,0.58,Very Good,E,VS2,60.3,57.0,96.24
44500,0.41,Ideal,E,VVS1,61.1,56.0,68.02
44501,0.51,Ideal,E,VS2,62.1,54.0,84.28
44502,0.54,Ideal,E,VS2,61.7,55.0,87.57
44505,0.33,Good,H,VS2,63.8,55.0,55.09
